file,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,dilation,opening,closing,morphological_gradient,top_hat,black_hat,baseline
PT-TT-SNI-DSC-35-2-6796_m0337,69.85,69.1,56.27,70.0,71.49,71.64,67.76,75.82,69.85,69.85,69.85,69.85,46.57,69.85,68.66,69.85
PT-TT-SNI-DSC-35-2-6856_m0389,73.58,40.54,0.13,68.01,73.45,62.31,73.06,23.58,73.58,73.58,73.58,73.58,56.22,75.91,76.42,73.58
PT-TT-SNI-DSC-35-2-6858_m0391,56.64,62.6,0.27,60.98,65.31,69.65,57.45,66.4,56.64,56.64,56.64,56.64,46.88,67.21,62.33,56.64
PT-TT-SNI-DSC-35-2-6904_m0438,27.66,17.03,3.48,25.27,33.7,15.2,27.11,15.38,27.66,27.66,27.66,27.66,18.13,38.83,26.74,27.66
PT-TT-SNI-DSC-35-2-6935_m0469,83.55,83.0,28.44,86.57,83.28,84.72,83.0,0.07,83.55,83.55,83.55,83.55,73.54,83.55,84.44,83.55
PT-TT-SNI-DSC-35-2-6935_m0470,76.03,76.03,30.37,77.69,70.04,83.26,75.62,81.61,76.03,76.03,76.03,76.03,68.18,76.03,75.41,76.03
PT-TT-SNI-DSC-35-2-6966_m0501,80.56,74.02,0.08,83.33,80.07,80.8,81.62,51.23,80.56,80.56,80.56,80.56,66.75,81.7,80.23,80.56
PT-TT-SNI-DSC-35-2-7053_m0590,66.78,62.54,6.89,58.48,60.78,62.01,65.19,65.37,66.78,66.78,66.78,66.78,51.94,63.78,63.78,66.78
PT-TT-SNI-DSC-35-2-7078_m0616,58.26,53.31,32.64,60.95,68.18,63.22,58.26,75.83,58.26,58.26,58.26,58.26,42.15,58.26,56.61,58.26
PT-TT-SNI-DSC-35-2-7169_m0700,34.66,36.06,8.6,40.12,46.65,48.64,34.08,48.97,34.66,34.66,34.66,34.66,34.66,34.66,42.1,34.66
PT-TT-SNI-DSC-35-2-7178_m0709,66.56,64.4,1.66,66.89,72.35,66.56,67.05,49.01,66.56,66.56,66.56,66.56,40.23,66.56,42.55,66.56
PT-TT-SNI-DSC-35-3-703_m0458,80.62,60.39,12.08,81.46,73.03,73.88,78.65,51.69,80.62,80.62,80.62,80.62,59.55,61.24,70.79,80.62
PT-TT-SNI-DSC-35-3-726_m0480,59.46,77.48,39.34,40.84,58.86,35.14,57.06,29.43,59.46,59.46,59.46,59.46,33.33,59.76,60.66,59.46
PT-TT-SNI-DSC-35-4-2431_m0200,83.98,85.27,58.14,84.75,79.84,82.69,82.69,86.56,83.98,83.98,83.98,83.98,61.5,80.88,77.78,83.98
PT-TT-SNI-DSC-35-4-2565_m0285,84.27,90.52,62.1,89.92,87.7,89.52,83.06,78.83,84.27,84.27,84.27,84.27,60.08,84.27,90.32,84.27
PT-TT-SNI-DSC-35-4-2803_m0513,23.29,25.06,15.95,21.77,70.89,29.37,23.04,18.99,23.29,23.29,23.29,23.29,57.47,71.9,29.11,23.29
PT-TT-SNI-DSC-35-4-2868_m0563,87.17,86.81,50.27,87.7,81.64,87.34,87.17,88.77,87.17,87.17,87.17,87.17,70.23,87.7,87.34,87.17
PT-TT-SNI-DSC-35-4-2896_m0582,82.92,83.03,37.51,83.15,81.72,80.53,82.92,82.2,82.92,82.92,82.92,82.92,67.98,84.71,83.87,82.92
PT-TT-SNI-DSC-35-4-3089_m0737,13.8,7.74,9.43,13.8,0.0,8.75,16.16,19.53,13.8,13.8,13.8,13.8,2.69,14.81,12.79,13.8
PT-TT-SNI-DSC-35-4-3165_m0812,84.91,85.01,69.34,85.2,82.69,85.69,84.43,86.46,84.91,84.91,84.91,84.91,36.94,84.91,85.49,84.91
PT-TT-SNI-DSC-35-4-3858_m0904,62.81,59.92,36.78,50.83,45.45,58.68,63.64,55.37,62.81,62.81,62.81,62.81,54.96,58.68,64.05,62.81
PT-TT-SNI-DSC-35-4-3926_m0972,79.8,84.21,10.53,79.8,77.24,74.96,79.66,74.96,79.8,79.8,79.8,79.8,70.27,79.94,79.8,79.8
PT-TT-SNI-DSC-35-5-4347_m0076,88.57,84.64,50.09,92.23,80.62,89.64,88.04,90.09,88.57,88.57,88.57,88.57,39.82,92.05,88.66,88.57
PT-TT-SNI-DSC-35-5-4347_m0077,90.5,90.97,66.75,90.74,89.07,90.5,89.55,90.26,90.5,90.5,90.5,90.5,51.07,80.05,90.5,90.5
PT-TT-SNI-DSC-35-5-4581_m0288,74.96,13.01,1.32,45.96,79.08,21.42,75.95,4.61,74.96,74.96,74.96,74.96,44.81,73.64,77.43,74.96
PT-TT-SNI-DSC-35-5-4666_m0370,66.03,72.59,12.41,73.1,69.31,72.24,66.21,44.66,66.03,66.03,66.03,66.03,50.34,73.1,66.72,66.03
PT-TT-SNI-DSC-35-5-4683_m0384,74.73,62.36,6.59,73.35,74.45,75.0,72.8,69.51,74.73,74.73,74.73,74.73,54.4,72.8,70.05,74.73
PT-TT-SNI-DSC-35-5-4685_m0386,65.02,61.73,20.99,70.78,61.32,67.9,66.26,57.0,65.02,65.02,65.02,65.02,44.86,68.93,66.46,65.02
PT-TT-SNI-DSC-35-5-4772_m0468,78.54,81.61,0.38,82.76,80.46,81.99,78.54,54.02,78.54,78.54,78.54,78.54,27.97,83.14,85.44,78.54
PT-TT-SNI-DSC-35-5-4852_m0542,32.08,17.09,3.3,31.45,68.87,9.85,31.83,11.44,32.08,32.08,32.08,32.08,41.99,62.01,19.7,32.08
PT-TT-SNI-DSC-35-5-4904_m0592,74.69,75.19,44.61,61.9,73.68,72.93,74.44,68.42,74.69,74.69,74.69,74.69,29.32,72.68,63.66,74.69
PT-TT-SNI-DSC-35-5-4969_m0656,53.97,46.03,0.32,65.4,68.89,67.94,52.7,54.6,53.97,53.97,53.97,53.97,43.81,71.11,72.06,53.97
PT-TT-SNI-DSC-35-5-4995_m0682,62.91,56.38,15.43,66.77,60.24,55.49,61.72,27.89,62.91,62.91,62.91,62.91,29.67,54.3,68.55,62.91
PT-TT-SNI-DSC-35-5-5102_m0773,79.12,81.99,13.03,80.27,73.75,81.42,79.31,80.84,79.12,79.12,79.12,79.12,64.37,79.12,79.31,79.12
PT-TT-SNI-DSC-35-5-5260_m0915,65.96,63.55,20.18,63.55,58.43,59.34,68.37,66.87,65.96,65.96,65.96,65.96,41.57,59.64,60.54,65.96
PT-TT-SNI-DSC-35-5-5355_m0977,72.35,78.79,54.42,78.41,73.48,80.81,70.83,79.55,72.35,72.35,72.35,72.35,41.54,72.73,69.57,72.35
PT-TT-SNI-DSC-35-5-5413_m1037,71.64,66.18,13.09,71.27,72.73,66.91,69.09,61.45,71.64,71.64,71.64,71.64,58.18,59.27,65.45,71.64
PT-TT-SNI-DSC-35-5-5413_m1038,68.73,65.09,35.27,46.18,72.36,68.0,68.36,71.27,68.73,68.73,68.73,68.73,57.82,52.0,67.27,68.73
PT-TT-SNI-DSC-35-5-5438_m1087,73.54,54.09,13.62,75.1,73.15,57.98,70.43,50.58,73.54,73.54,73.54,73.54,58.37,57.2,70.04,73.54
PT-TT-SNI-DSC-35-5-5438_m1088,69.65,44.36,22.18,61.48,50.19,51.75,67.32,52.92,69.65,69.65,69.65,69.65,32.3,45.91,54.86,69.65
PT-TT-SNI-DSC-35-5-5520_m1222,15.36,39.18,2.82,66.14,73.04,56.11,15.67,47.34,15.36,15.36,15.36,15.36,28.84,42.95,63.01,15.36
PT-TT-SNI-DSC-35-5-5520_m1223,68.65,64.58,38.87,74.29,57.99,63.32,67.4,57.99,68.65,68.65,68.65,68.65,39.5,64.58,69.59,68.65
PT-TT-SNI-DSC-35-5-5523_m1228,60.12,44.86,2.8,47.98,63.86,46.73,59.19,18.38,60.12,60.12,60.12,60.12,45.17,53.89,60.75,60.12
PT-TT-SNI-DSC-35-5-5523_m1229,61.06,57.63,34.58,51.71,67.29,61.68,60.12,63.24,61.06,61.06,61.06,61.06,46.11,50.16,60.12,61.06
PT-TT-SNI-DSC-35-5-5574_m1318,65.95,63.07,15.11,61.39,65.47,55.4,64.51,64.75,65.95,65.95,65.95,65.95,41.49,68.59,63.07,65.95
PT-TT-SNI-DSC-35-5-5574_m1319,57.07,54.2,46.76,57.79,60.43,59.23,54.68,62.11,57.07,57.07,57.07,57.07,30.94,55.4,56.12,57.07
PT-TT-SNI-DSC-35-5-5587_m1344,70.86,24.57,10.0,51.71,64.57,46.57,69.14,52.29,70.86,70.86,70.86,70.86,38.29,65.43,69.14,70.86
PT-TT-SNI-DSC-35-5-5587_m1345,66.0,61.14,33.71,66.0,66.0,67.14,66.57,66.0,66.0,66.0,66.0,66.0,48.29,64.0,69.43,66.0
PT-TT-SNI-DSC-35-5-5612_m1394,46.15,24.32,7.69,47.15,61.54,33.75,45.41,18.11,46.15,46.15,46.15,46.15,43.18,46.15,43.18,46.15
PT-TT-SNI-DSC-35-5-5612_m1395,54.34,62.53,13.9,54.34,33.0,46.65,51.36,43.92,54.34,54.34,54.34,54.34,34.74,47.39,57.57,54.34
PT-TT-SNI-DSC-35-5-5640_m1445,53.6,34.11,13.23,45.71,71.93,43.62,53.13,28.31,53.6,53.6,53.6,53.6,61.25,61.02,46.87,53.6
PT-TT-SNI-DSC-35-5-5640_m1446,71.93,71.69,29.47,74.71,61.72,72.62,70.77,59.16,71.93,71.93,71.93,71.93,35.27,74.01,69.84,71.93
PT-TT-SNI-DSC-35-5-5667_m1495,43.94,28.14,24.89,31.17,62.55,36.8,43.72,29.65,43.94,43.94,43.94,43.94,62.34,61.04,32.25,43.94
PT-TT-SNI-DSC-35-5-5745_m1577,82.55,83.09,10.34,86.31,86.17,76.11,80.54,78.66,82.55,82.55,82.55,82.55,71.01,84.16,84.03,82.55
PT-TT-SNI-DSC-35-5-6193_m1988,77.51,74.25,37.67,74.53,79.4,69.38,75.34,70.73,77.51,77.51,77.51,77.51,52.57,76.69,72.36,77.51
PT-TT-SNI-DSC-35-5-6231_m2030,21.45,29.07,22.49,27.68,47.06,30.1,20.76,26.64,21.45,21.45,21.45,21.45,36.68,29.76,27.34,21.45
PT-TT-SNI-DSC-35-5-6279_m2076,42.17,32.91,23.32,46.01,38.66,44.41,41.53,34.5,42.17,42.17,42.17,42.17,18.21,40.58,41.21,42.17
PT-TT-SNI-DSC-35-5-6298_m2094,46.48,48.73,15.77,42.82,44.79,36.34,47.32,36.62,46.48,46.48,46.48,46.48,20.0,52.68,49.01,46.48
PT-TT-SNI-DSC-35-5-6300_m2096,32.92,22.67,5.9,25.47,42.55,17.39,31.99,32.3,32.92,32.92,32.92,32.92,17.7,20.5,21.74,32.92
PT-TT-SNI-DSC-35-5-6397_m2182,78.44,73.12,66.25,77.66,78.12,64.84,78.28,72.81,78.44,78.44,78.44,78.44,57.97,78.44,77.5,78.44
PT-TT-SNI-DSC-35-5-6452_m2215,47.12,55.97,43.58,59.29,57.96,51.55,47.12,67.92,47.12,47.12,47.12,47.12,38.72,46.9,46.46,47.12
PT-TT-SNI-DSC-35-6-8717_m0026,84.81,87.29,0.83,87.19,87.19,87.4,85.54,86.47,84.81,84.81,84.81,84.81,81.4,84.81,85.12,84.81
PT-TT-SNI-DSC-35-6-8717_m0027,83.65,83.02,1.89,82.81,68.13,80.5,84.7,83.02,83.65,83.65,83.65,83.65,70.65,80.5,82.39,83.65
PT-TT-SNI-DSC-35-6-8794_m0134,77.08,77.65,3.98,71.4,64.77,72.92,77.84,66.29,77.08,77.08,77.08,77.08,34.47,74.81,75.57,77.08
PT-TT-SNI-DSC-35-6-8794_m0135,55.87,64.96,26.52,64.77,48.67,66.86,55.68,66.48,55.87,55.87,55.87,55.87,30.87,69.7,49.81,55.87
PT-TT-SNI-DSC-35-6-8809_m0152,78.7,74.36,58.19,76.33,77.71,77.91,78.7,75.74,78.7,78.7,78.7,78.7,65.48,78.7,77.91,78.7
PT-TT-SNI-DSC-35-6-8843_m0190,84.15,79.46,72.34,81.96,84.15,90.56,83.95,91.01,84.15,84.15,84.15,84.15,78.88,84.15,82.61,84.15
PT-TT-SNI-DSC-35-6-8843_m0191,87.71,88.21,39.56,88.45,87.47,88.45,88.21,86.98,87.71,87.71,87.71,87.71,77.4,87.71,87.71,87.71
PT-TT-SNI-DSC-35-6-8886_m0246,89.53,88.97,30.31,90.08,89.06,88.88,89.16,88.32,89.53,89.53,89.53,89.53,81.56,89.53,88.88,89.53
PT-TT-SNI-DSC-35-6-8886_m0247,90.08,85.5,36.07,89.69,86.45,88.93,90.08,83.78,90.08,90.08,90.08,90.08,78.05,89.89,90.27,90.08
PT-TT-SNI-DSC-35-6-8908_m0277,90.34,86.16,1.04,89.95,86.42,87.21,90.34,82.77,90.34,90.34,90.34,90.34,77.81,90.21,87.73,90.34
PT-TT-SNI-DSC-35-6-8933_m0314,88.19,86.76,74.13,90.63,90.9,91.17,87.98,88.39,88.19,88.19,88.19,88.19,82.82,88.19,87.44,88.19
PT-TT-SNI-DSC-35-6-8933_m0315,87.34,88.06,73.65,88.94,85.01,89.08,86.9,89.52,87.34,87.34,87.34,87.34,76.71,87.34,85.74,87.34
PT-TT-SNI-DSC-35-6-8969_m0357,87.37,88.05,75.67,88.38,88.8,87.21,87.29,87.54,87.37,87.37,87.37,87.37,76.52,87.37,86.11,87.37
PT-TT-SNI-DSC-35-6-8969_m0358,81.62,81.62,42.99,81.31,79.75,78.5,79.13,76.32,81.62,81.62,81.62,81.62,66.04,79.44,78.82,81.62
PT-TT-SNI-DSC-35-6-9038_m0442,88.72,81.03,22.05,84.62,75.9,77.44,88.21,80.0,88.72,88.72,88.72,88.72,49.23,66.67,88.72,88.72
PT-TT-SNI-DSC-35-6-9101_m0487,91.78,91.86,79.15,92.09,91.4,91.55,91.7,91.55,91.78,91.78,91.78,91.78,80.59,91.78,90.94,91.78
PT-TT-SNI-DSC-35-6-9101_m0488,87.52,86.77,68.66,87.52,85.64,87.39,86.64,86.64,87.52,87.52,87.52,87.52,81.9,87.52,87.64,87.52
PT-TT-SNI-DSC-35-6-9105_m0492,60.77,60.77,46.41,68.51,67.4,67.96,61.33,68.51,60.77,60.77,60.77,60.77,48.62,59.12,58.56,60.77
PT-TT-SNI-DSC-35-6-9105_m0493,85.32,87.83,84.99,89.35,84.92,87.24,85.05,88.76,85.32,85.32,85.32,85.32,61.04,85.32,88.36,85.32
PT-TT-SNI-DSC-35-6-9105_m0494,92.7,92.7,90.94,92.85,91.05,92.81,92.66,92.81,92.7,92.7,92.7,92.7,73.41,92.7,92.36,92.7
PT-TT-SNI-DSC-35-6-9105_m0495,93.19,93.19,85.63,93.26,92.81,93.37,93.15,93.45,93.19,93.19,93.19,93.19,74.13,93.19,93.26,93.19
PT-TT-SNI-DSC-35-6-9131_m0536,86.45,86.93,79.87,87.32,86.21,85.74,86.37,87.72,86.45,86.45,86.45,86.45,62.12,86.45,84.94,86.45
PT-TT-SNI-DSC-35-6-9140_m0549,84.23,83.44,77.77,89.37,86.63,84.41,84.32,88.31,84.23,84.23,84.23,84.23,78.83,84.23,83.35,84.23
PT-TT-SNI-DSC-35-6-9140_m0550,73.13,73.13,21.89,80.1,74.63,78.11,73.63,82.59,73.13,73.13,73.13,73.13,53.73,66.17,73.13,73.13
PT-TT-SNI-DSC-35-6-9275_m0721,88.4,82.87,4.97,79.01,0.0,86.74,87.29,81.77,88.4,88.4,88.4,88.4,59.67,66.85,83.43,88.4
PT-TT-SNI-DSC-35-6-9284_m0740,84.08,81.59,0.5,83.58,85.57,89.05,87.56,81.59,84.08,84.08,84.08,84.08,61.19,71.64,86.07,84.08
PT-TT-SNI-DSC-35-6-9373_m0757,65.22,77.64,0.62,85.71,85.71,70.81,66.46,79.5,65.22,65.22,65.22,65.22,67.7,68.32,84.47,65.22
PT-TT-SNI-DSC-35-7-7260_m0002,41.94,34.86,4.11,41.03,33.49,38.86,42.63,38.06,41.94,41.94,41.94,41.94,28.8,41.94,44.46,41.94
PT-TT-SNI-DSC-35-7-7266_m0008,56.46,49.6,0.26,52.77,48.81,45.91,56.99,35.36,56.46,56.46,56.46,56.46,41.42,49.87,47.49,56.46
PT-TT-SNI-DSC-35-7-7275_m0017,81.26,81.62,0.12,78.23,74.97,74.85,80.77,78.11,81.26,81.26,81.26,81.26,67.11,81.26,80.05,81.26
PT-TT-SNI-DSC-35-7-7291_m0032,76.9,78.45,1.27,69.58,75.21,76.34,77.89,79.44,76.9,76.9,76.9,76.9,68.17,76.9,69.3,76.9
PT-TT-SNI-DSC-35-7-7300_m0041,89.39,88.36,3.69,85.53,85.85,88.68,88.52,89.54,89.39,89.39,89.39,89.39,75.24,89.39,88.84,89.39
PT-TT-SNI-DSC-35-7-7300_m0042,92.73,85.45,0.91,92.73,80.0,91.82,93.64,88.18,92.73,92.73,92.73,92.73,1.82,55.45,92.73,92.73
PT-TT-SNI-DSC-35-7-7310_m0052,68.8,71.28,17.75,73.11,69.97,73.5,70.1,75.98,68.8,68.8,68.8,68.8,64.49,70.37,67.49,68.8
PT-TT-SNI-DSC-35-7-7327_m0069,67.93,64.8,0.99,67.76,65.62,63.16,69.24,59.54,67.93,67.93,67.93,67.93,61.18,64.64,65.95,67.93
PT-TT-SNI-DSC-35-7-7402_m0146,61.4,59.14,7.67,58.92,60.27,72.01,61.85,56.43,61.4,61.4,61.4,61.4,51.92,69.53,65.69,61.4
PT-TT-SNI-DSC-35-7-7476_m0227,62.19,62.85,50.75,64.84,63.35,67.83,60.53,68.49,62.19,62.19,62.19,62.19,50.91,63.02,63.85,62.19
PT-TT-SNI-DSC-35-7-7498_m0248,22.34,47.16,14.01,53.85,44.96,52.38,22.44,54.58,22.34,22.34,22.34,22.34,39.38,33.06,33.79,22.34
PT-TT-SNI-DSC-35-7-7520_m0266,57.89,66.76,41.0,53.46,55.96,62.6,56.51,58.45,57.89,57.89,57.89,57.89,5.26,57.89,45.15,57.89
PT-TT-SNI-DSC-35-7-7549_m0289,78.98,81.86,0.08,84.17,81.45,83.02,78.98,83.26,78.98,78.98,78.98,78.98,68.76,80.96,78.73,78.98
PT-TT-SNI-DSC-35-7-7549_m0290,73.75,57.92,2.7,76.83,71.43,74.9,74.9,67.95,73.75,73.75,73.75,73.75,51.35,63.32,67.57,73.75
PT-TT-SNI-DSC-35-7-7694_m0398,65.14,38.0,2.29,70.57,70.29,75.71,62.57,51.43,65.14,65.14,65.14,65.14,50.29,69.71,62.86,65.14
PT-TT-SNI-DSC-35-7-7726_m0433,90.95,89.52,76.74,89.81,90.81,89.23,91.31,89.3,90.95,90.95,90.95,90.95,81.69,90.95,90.31,90.95
PT-TT-SNI-DSC-35-7-7792_m0494,88.62,86.57,46.68,85.93,74.68,87.85,89.0,85.93,88.62,88.62,88.62,88.62,75.96,88.62,87.21,88.62
PT-TT-SNI-DSC-35-7-7818_m0518,70.25,78.5,31.22,83.65,80.85,78.06,70.1,80.41,70.25,70.25,70.25,70.25,69.66,78.65,75.7,70.25
PT-TT-SNI-DSC-35-7-7843_m0543,88.2,88.2,74.46,86.03,86.25,88.43,87.63,89.0,88.2,88.2,88.2,88.2,74.8,88.2,84.77,88.2
PT-TT-SNI-DSC-35-7-7872_m0573,78.66,75.73,17.57,78.66,69.46,75.73,78.66,76.99,78.66,78.66,78.66,78.66,66.95,78.66,67.78,78.66
PT-TT-SNI-DSC-35-7-7968_m0665,86.18,86.65,38.13,77.88,84.08,83.32,86.27,88.94,86.18,86.18,86.18,86.18,80.36,86.18,85.61,86.18
PT-TT-SNI-DSC-35-7-7968_m0666,78.1,83.17,22.22,79.37,83.17,79.37,80.32,86.98,78.1,78.1,78.1,78.1,65.71,78.1,72.7,78.1
PT-TT-SNI-DSC-35-7-8032_m0720,75.34,74.66,37.67,80.14,67.47,83.22,75.0,72.6,75.34,75.34,75.34,75.34,56.16,75.34,77.4,75.34
PT-TT-SNI-DSC-35-7-8102_m0784,76.93,82.14,48.95,76.93,70.04,79.75,76.51,81.29,76.93,76.93,76.93,76.93,74.26,76.93,78.62,76.93
PT-TT-SNI-DSC-35-7-8105_m0787,86.23,86.42,22.7,87.49,86.91,87.2,85.84,89.82,86.23,86.23,86.23,86.23,79.34,86.23,86.52,86.23
PT-TT-SNI-DSC-35-7-8150_m0825,85.51,80.84,6.54,85.51,80.61,85.05,85.98,85.05,85.51,85.51,85.51,85.51,75.23,85.51,79.91,85.51
PT-TT-SNI-DSC-35-7-8197_m0866,85.54,87.73,0.09,87.2,86.06,85.1,85.45,78.53,85.54,85.54,85.54,85.54,81.24,88.08,83.61,85.54
PT-TT-SNI-DSC-35-7-8197_m0867,74.59,62.98,0.55,74.03,46.41,50.83,70.17,81.22,74.59,74.59,74.59,74.59,49.17,67.4,77.9,74.59
PT-TT-SNI-DSC-35-7-8252_m0900,68.34,66.23,14.78,67.02,74.93,67.02,68.6,62.27,68.34,68.34,68.34,68.34,64.38,67.55,67.81,68.34
PT-TT-SNI-DSC-35-7-8268_m0914,83.8,83.6,64.39,82.7,79.38,82.19,84.21,84.0,83.8,83.8,83.8,83.8,75.15,83.8,84.21,83.8
PT-TT-SNI-DSC-35-7-8341_m0976,82.79,68.67,64.61,80.36,73.21,80.84,82.63,84.25,82.79,82.79,82.79,82.79,64.77,82.79,79.06,82.79
PT-TT-SNI-DSC-35-7-8360_m0998,37.95,49.08,27.46,40.97,53.3,36.97,39.78,36.43,37.95,37.95,37.95,37.95,15.89,37.95,40.22,37.95
PT-TT-SNI-DSC-35-7-8361_m0999,73.85,80.04,14.67,73.95,75.45,80.04,73.05,80.44,73.85,73.85,73.85,73.85,71.96,73.85,72.75,73.85
PT-TT-SNI-DSC-35-7-8361_m1000,76.53,70.74,4.5,74.28,60.77,72.03,75.24,75.56,76.53,76.53,76.53,76.53,45.98,77.81,65.92,76.53
PT-TT-SNI-DSC-35-7-8405_m1048,71.19,77.01,1.34,72.24,65.52,70.75,71.64,78.36,71.19,71.19,71.19,71.19,57.61,71.19,66.72,71.19
PT-TT-SNI-DSC-35-7-8409_m1052,71.9,73.82,58.37,73.44,69.48,81.35,72.16,81.99,71.9,71.9,71.9,71.9,60.41,71.9,66.54,71.9
PT-TT-SNI-DSC-35-7-8480_m1121,71.61,73.05,26.8,70.61,63.54,76.08,71.18,74.64,71.61,71.61,71.61,71.61,55.19,71.61,70.46,71.61
PT-TT-SNI-DSC-35-7-8510_m1158,54.09,57.63,7.94,66.06,59.46,67.16,52.99,72.41,54.09,54.09,54.09,54.09,54.82,54.09,56.41,54.09
PT-TT-SNI-DSC-35-7-8518_m1169,69.84,74.29,17.98,71.32,47.1,65.97,70.73,64.49,69.84,69.84,69.84,69.84,34.92,69.84,69.54,69.84
PT-TT-SNI-DSC-35-7-8658_m1303,86.92,86.64,3.29,84.48,79.4,87.21,86.17,87.21,86.92,86.92,86.92,86.92,55.22,88.62,84.85,86.92
PT-TT-SNI-DSC-35-7-8658_m1304,79.2,80.4,2.8,75.6,72.8,78.8,80.0,80.4,79.2,79.2,79.2,79.2,56.4,78.8,75.6,79.2
PT-TT-SNI-DSC-35-7-8658_m1305,76.7,81.44,77.84,86.55,85.04,81.25,76.7,87.31,76.7,76.7,76.7,76.7,84.47,87.88,79.92,76.7
PT-TT-SNI-DSC-35-7-8687_m1338,83.19,82.63,19.89,80.67,81.23,78.43,84.31,78.99,83.19,83.19,83.19,83.19,55.74,78.71,79.83,83.19
PT-TT-SNI-DSC-35-8-231_m0084,75.68,83.9,73.43,84.38,74.07,79.23,74.56,87.44,75.68,75.68,75.68,75.68,57.97,74.88,74.88,75.68
PT-TT-SNI-DSC-35-8-270_m0112,55.7,76.22,26.71,69.06,52.44,62.21,56.03,71.34,55.7,55.7,55.7,55.7,20.52,62.21,70.68,55.7
PT-TT-SNI-DSC-35-8-4007_m0214,70.68,74.38,11.73,72.22,46.6,71.91,70.68,61.11,70.68,70.68,70.68,70.68,47.84,53.7,69.44,70.68
PT-TT-SNI-DSC-35-8-4012_m0219,90.85,92.31,67.57,91.48,85.24,87.32,90.02,88.36,90.85,90.85,90.85,90.85,68.19,90.85,85.65,90.85
PT-TT-SNI-DSC-35-8-4013_m0220,79.34,80.99,67.15,77.07,76.24,73.55,78.51,80.37,79.34,79.34,79.34,79.34,59.3,79.34,78.72,79.34
PT-TT-SNI-DSC-35-8-4115_m0294,60.59,78.18,40.72,74.27,60.91,61.56,61.89,71.66,60.59,60.59,60.59,60.59,28.66,65.15,59.93,60.59
PT-TT-SNI-DSC-35-8-4124_m0303,82.36,79.5,67.94,82.36,73.18,79.98,81.29,81.64,82.36,82.36,82.36,82.36,49.7,82.36,82.24,82.36
