file,baseline,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,opening,closing,morphological_gradient,top_hat,black_hat
PT-PNA-DGFP-0001-002-0014-00008_m0001,54.98,54.98,58.49,38.29,74.89,72.51,70.41,49.79,61.15,54.98,54.98,54.98,73.21,75.04,71.95
PT-PNA-DGFP-0001-002-0014-00048_m0001,73.0,73.0,32.38,25.25,77.62,73.25,60.0,65.88,38.0,73.0,73.0,73.0,73.0,76.75,74.25
PT-PNA-DGFP-0002-0001-00032-00002_m0001,69.38,69.38,79.97,76.06,52.44,60.42,60.91,67.92,76.06,69.38,69.38,69.38,60.42,52.93,71.5
PT-PNA-DGFP-0002-0001-00088-00002_m0001,84.43,84.43,85.3,84.82,84.53,81.14,84.72,83.27,0.1,84.43,84.43,84.43,79.3,84.72,83.85
PT-PNA-DGFP-0006-0001-00005-00003_m0001,85.88,85.88,88.89,87.95,84.75,81.36,83.99,84.93,88.32,85.88,85.88,85.88,40.87,93.6,88.7
PT-PNA-DGFP-0006-0001-00008_m0001,42.36,42.36,2.03,3.31,40.88,72.56,44.01,21.73,1.84,42.36,42.36,42.36,37.38,74.77,67.03
PT-PNA-DGFP-0006-0001-00030_m0001,4.61,4.61,4.61,4.61,4.61,50.23,4.61,4.61,4.61,4.61,4.61,4.61,68.66,6.91,0.23
PT-PNA-DGFP-0006-0001-00056_m0001,91.4,91.4,90.08,76.03,93.72,77.19,77.85,83.31,67.93,91.4,91.4,91.4,79.5,93.55,76.03
PT-PNA-DGFP-0006-0001-00096-00001_m0001,86.95,86.95,85.68,88.63,86.95,84.21,85.26,86.11,90.11,86.95,86.95,86.95,78.53,81.89,89.89
PT-TT-SNI-DSC-13-10_m0009,86.54,86.54,87.55,87.55,87.25,84.41,85.53,83.2,77.02,86.54,86.54,86.54,76.82,85.32,87.65
PT-TT-SNI-DSC-13-10_m0012,70.05,70.05,71.36,66.57,70.8,73.33,69.39,70.42,62.25,70.05,70.05,70.05,57.18,70.05,65.73
PT-TT-SNI-DSC-13-10_m0013,93.63,93.63,93.63,83.68,93.63,91.38,92.09,93.12,89.63,93.63,93.63,93.63,90.97,93.84,93.43
PT-TT-SNI-DSC-13-10_m0014,71.26,71.26,74.82,49.64,71.58,73.85,64.21,64.94,72.23,71.26,71.26,71.26,44.86,71.26,55.79
PT-TT-SNI-DSC-13-10_m0015,86.87,86.87,87.88,79.46,86.2,87.21,85.86,84.85,22.22,86.87,86.87,86.87,81.14,59.93,81.14
PT-TT-SNI-DSC-13-10_m0022,91.17,91.17,91.23,91.04,91.04,89.44,91.17,90.27,82.65,91.17,91.17,91.17,73.11,91.17,90.33
PT-TT-SNI-DSC-13-10_m0023,89.98,89.98,90.88,90.7,90.16,84.79,89.62,86.58,64.58,89.98,89.98,89.98,48.66,90.16,88.91
PT-TT-SNI-DSC-13-10_m0063,89.56,89.56,89.25,85.77,89.36,87.51,88.64,86.18,69.7,89.56,89.56,89.56,77.89,90.07,89.15
PT-TT-SNI-DSC-13-10_m0064,69.52,69.52,69.34,69.62,68.78,75.68,67.47,71.85,68.41,69.52,69.52,69.52,64.59,69.52,69.99
PT-TT-SNI-DSC-13-10_m0065,94.38,94.38,93.36,91.93,94.28,92.03,92.54,93.26,90.09,94.38,94.38,94.38,88.56,92.54,92.85
PT-TT-SNI-DSC-13-10_m0070,81.16,81.16,83.57,82.58,81.02,74.22,78.61,79.04,69.69,81.16,81.16,81.16,64.31,78.47,76.2
PT-TT-SNI-DSC-13-10_m0072,77.15,77.15,43.22,49.96,77.86,71.48,68.29,81.05,44.02,77.15,77.15,77.15,42.25,72.36,65.54
PT-TT-SNI-DSC-13-10_m0073,86.66,86.66,84.13,72.61,86.1,85.81,89.19,87.08,71.35,86.66,86.66,86.66,38.76,87.92,77.53
PT-TT-SNI-DSC-13-10_m0074,82.62,82.62,77.48,56.17,83.74,84.58,84.67,81.5,79.07,82.62,82.62,82.62,81.78,71.5,84.77
PT-TT-SNI-DSC-13-10_m0076,94.07,94.07,93.59,93.34,93.91,93.18,94.32,93.75,56.01,94.07,94.07,94.07,53.9,90.02,94.4
PT-TT-SNI-DSC-13-10_m0078,89.8,89.8,89.98,63.33,89.8,86.23,88.37,86.23,61.0,89.8,89.8,89.8,45.97,89.62,89.45
PT-TT-SNI-DSC-13-10_m0111,48.56,48.56,67.42,68.41,48.81,71.91,49.19,48.19,60.05,48.56,48.56,48.56,65.17,51.19,69.79
PT-TT-SNI-DSC-13-10_m0112,92.68,92.68,91.65,91.49,92.78,90.1,91.19,90.77,46.03,92.68,92.68,92.68,42.37,91.34,90.98
PT-TT-SNI-DSC-13-10_m0114,90.74,90.74,89.62,89.67,91.06,89.19,89.62,89.89,6.31,90.74,90.74,90.74,16.0,89.57,86.84
PT-TT-SNI-DSC-13-10_m0116,88.47,88.47,84.42,80.24,88.41,82.33,87.21,87.14,84.04,88.47,88.47,88.47,82.84,88.92,83.09
PT-TT-SNI-DSC-13-10_m0277,87.34,87.34,84.91,84.74,87.16,87.16,87.51,87.42,73.98,87.34,87.34,87.34,80.05,87.34,86.56
PT-TT-SNI-DSC-13-10_m0278,92.48,92.48,92.55,92.42,92.42,92.05,92.48,92.55,85.59,92.48,92.48,92.48,81.68,92.48,92.42
PT-TT-SNI-DSC-13-10_m0279,91.67,91.67,91.67,91.95,91.67,91.39,91.25,91.74,84.87,91.67,91.67,91.67,80.46,91.67,91.04
PT-TT-SNI-DSC-13-10_m0281,92.11,92.11,92.11,91.72,91.98,91.72,91.78,91.98,86.33,92.11,92.11,92.11,82.93,92.11,91.85
PT-TT-SNI-DSC-13-10_m0289,80.02,80.02,79.53,80.27,81.02,81.65,82.65,78.4,68.91,80.02,80.02,80.02,77.03,77.9,80.4
PT-TT-SNI-DSC-13-10_m0291,69.17,69.17,65.22,49.3,73.12,64.71,68.28,66.5,52.99,69.17,69.17,69.17,41.02,67.39,63.06
PT-TT-SNI-DSC-13-10_m0319,90.74,90.74,89.73,90.88,90.88,88.57,89.58,89.29,62.37,90.74,90.74,90.74,51.81,80.75,90.16
PT-TT-SNI-DSC-13-10_m0320,60.7,60.7,61.41,62.96,65.92,66.48,66.76,60.56,54.79,60.7,60.7,60.7,58.31,65.63,67.46
PT-TT-SNI-DSC-13-10_m0321,91.08,91.08,90.44,89.26,91.19,85.93,90.44,87.65,55.1,91.08,91.08,91.08,52.52,86.9,90.98
PT-TT-SNI-DSC-13-10_m0322,64.75,64.75,50.0,61.34,65.22,65.53,65.84,67.08,57.14,64.75,64.75,64.75,62.89,55.75,66.77
PT-TT-SNI-DSC-13-10_m0323,71.83,71.83,76.65,52.93,70.6,71.93,75.14,70.42,73.06,71.83,71.83,71.83,65.88,79.68,73.16
PT-TT-SNI-DSC-13-10_m0372,90.7,90.7,90.54,89.28,90.62,77.47,88.11,87.52,56.7,90.7,90.7,90.7,53.85,86.18,89.87
PT-TT-SNI-DSC-13-10_m0374,81.04,81.04,78.88,77.7,80.26,79.08,80.16,79.08,63.26,81.04,81.04,81.04,75.15,79.08,72.0
PT-TT-SNI-DSC-13-10_m0375,80.4,80.4,80.77,83.73,80.47,82.17,79.96,80.84,80.99,80.4,80.4,80.4,78.03,80.4,81.29
PT-TT-SNI-DSC-13-10_m0376,92.61,92.61,92.69,92.69,92.69,91.92,92.3,92.76,88.38,92.61,92.61,92.61,88.22,92.61,92.61
PT-TT-SNI-DSC-13-10_m0377,92.53,92.53,92.67,92.53,92.53,92.46,92.6,92.53,88.9,92.53,92.53,92.53,90.29,92.53,92.6
PT-TT-SNI-DSC-13-10_m0379,90.29,90.29,92.28,92.78,90.95,91.45,80.33,91.54,90.04,90.29,90.29,90.29,88.63,90.29,86.14
PT-TT-SNI-DSC-13-10_m0380,92.21,92.21,92.67,92.98,92.06,90.99,91.6,92.06,80.61,92.21,92.21,92.21,85.34,87.02,92.52
PT-TT-SNI-DSC-13-10_m0416,89.03,89.03,89.3,89.71,88.89,88.89,88.89,88.75,59.95,89.03,89.03,89.03,46.64,82.3,89.71
PT-TT-SNI-DSC-13-10_m0419,88.7,88.7,89.08,86.02,89.08,84.29,86.97,87.55,71.26,88.7,88.7,88.7,80.46,75.86,86.02
PT-TT-SNI-DSC-13-10_m0420,28.0,28.0,19.29,19.86,57.86,77.71,45.57,26.86,66.71,28.0,28.0,28.0,72.86,78.57,78.71
PT-TT-SNI-DSC-13-10_m0461,68.64,68.64,66.01,69.68,76.55,75.14,65.25,67.61,73.26,68.64,68.64,68.64,67.8,73.63,74.67
PT-TT-SNI-DSC-13-10_m0462,89.1,89.1,89.26,89.01,89.18,85.71,84.28,87.66,55.87,89.1,89.1,89.1,32.12,82.84,88.93
PT-TT-SNI-DSC-13-10_m0484,84.03,84.03,89.18,81.39,83.71,85.32,84.55,85.13,78.36,84.03,84.03,84.03,80.3,88.54,81.33
PT-TT-SNI-DSC-13-10_m0487,71.42,71.42,72.13,67.62,73.24,77.43,62.71,71.65,66.27,71.42,71.42,71.42,66.9,71.42,68.49
PT-TT-SNI-DSC-13-10_m0489,35.09,35.09,6.05,7.12,57.44,84.77,82.28,32.67,63.63,35.09,35.09,35.09,65.27,82.99,85.27
PT-TT-SNI-DSC-13-10_m0491,51.53,51.53,36.71,22.0,52.0,61.41,51.65,46.82,67.53,51.53,51.53,51.53,66.94,48.12,65.53
PT-TT-SNI-DSC-13-10_m0548,79.75,79.75,75.64,73.97,79.75,80.92,82.58,80.72,75.44,79.75,79.75,79.75,71.04,79.26,83.46
PT-TT-SNI-DSC-19-13_2_m0003,84.5,84.5,39.5,26.83,84.33,65.0,69.67,81.67,85.17,84.5,84.5,84.5,77.5,67.67,64.67
PT-TT-SNI-DSC-19-13_3_m0004,76.84,76.84,78.11,77.26,77.97,74.58,76.41,75.42,68.79,76.84,76.84,76.84,67.66,66.53,75.99
PT-TT-SNI-DSC-24-203_m0007,68.73,68.73,59.05,58.2,69.33,63.55,64.06,66.95,29.4,68.73,68.73,68.73,34.49,65.25,58.62
PT-TT-SNI-DSC-35-6-9242_m0676,73.23,73.23,75.28,79.84,72.44,74.02,74.65,73.23,75.12,73.23,73.23,73.23,64.09,74.33,73.54
PT-TT-SNI-DSC-35-8-9363_m0539,30.33,30.33,6.09,10.0,46.96,72.39,20.33,28.59,73.04,30.33,30.33,30.33,35.87,68.48,44.67
PT-TT-SNI-DSC-35-8-9368_m0548,88.3,88.3,88.3,85.96,88.91,86.37,89.11,89.01,78.74,88.3,88.3,88.3,66.02,87.39,89.22
PT-TT-SNI-DSC-9-73_m0003,94.89,94.89,93.75,94.62,94.89,94.02,57.12,92.47,69.83,94.89,94.89,94.89,68.95,94.49,94.69
PT-TT-SNI-DSC-9-73_m0004,92.25,92.25,92.25,92.25,92.55,87.84,55.4,88.91,48.86,92.25,92.25,92.25,73.86,92.71,93.54
PT-TT-SNI-DSC-9-73_m0006,76.65,76.65,76.65,65.99,71.07,70.56,53.81,65.48,0.51,76.65,76.65,76.65,39.09,69.04,76.65
PT-TT-SNI-DSC-9-73_m0007,70.09,70.09,68.52,67.13,70.78,69.22,66.61,68.35,63.3,70.09,70.09,70.09,34.78,71.65,71.48
PT-TT-SNI-DSC-9-73_m0021,88.18,88.18,86.26,88.18,88.18,86.9,0.32,80.83,46.33,88.18,88.18,88.18,75.08,66.45,88.5
PT-TT-SNI-DSC-9-857_m0002,46.68,46.68,47.93,39.63,30.5,92.32,32.37,43.78,0.21,46.68,46.68,46.68,74.27,77.8,92.32
PT-TT-SNI-DSC-9-857_m0004,89.25,89.25,87.18,84.4,89.6,84.58,89.95,85.1,79.55,89.25,89.25,89.25,78.34,82.5,86.14
PT-TT-SNI-DSC-9-857_m0005,87.19,87.19,89.98,90.77,90.19,90.34,87.83,86.83,84.11,87.19,87.19,87.19,70.79,89.98,90.98
PT-TT-SNI-DSC-9-857_m0006,88.87,88.87,89.42,89.24,88.68,89.24,89.05,87.76,67.72,88.87,88.87,88.87,77.55,89.05,89.42
PT-TT-SNI-DSC-9-857_m0007,86.17,86.17,84.75,84.75,88.12,86.17,84.93,85.64,76.24,86.17,86.17,86.17,67.73,83.87,84.75
PT-TT-SNI-DSC-9-857_m0008,92.53,92.53,93.93,92.88,92.77,93.0,92.77,91.37,86.81,92.53,92.53,92.53,86.7,93.23,91.48
PT-TT-SNI-DSC-9-857_m0009,90.63,90.63,94.12,89.32,92.81,94.12,78.43,91.5,84.97,90.63,90.63,90.63,76.91,31.59,91.5
PT-TT-SNI-DSC-9-857_m0010,91.58,91.58,91.89,91.73,91.73,90.33,91.11,91.26,66.93,91.58,91.58,91.58,75.66,91.73,92.04
PT-TT-SNI-DSC-9-857_m0013,81.73,81.73,75.95,82.46,83.18,41.8,82.87,81.42,0.1,81.73,81.73,81.73,57.17,82.87,66.67
PT-TT-SNI-DSC-9-857_m0021,85.86,85.86,86.9,85.45,86.49,81.7,83.58,79.63,53.85,85.86,85.86,85.86,56.55,74.84,86.07
PT-TT-SNI-DSC-9-857_m0022,10.03,10.03,13.48,14.77,13.72,85.23,14.61,9.07,84.75,10.03,10.03,10.03,85.15,36.44,78.41
PT-TT-SNI-DSC-9-857_m0023,60.15,60.15,56.92,48.46,63.0,54.69,59.31,56.77,43.15,60.15,60.15,60.15,50.92,59.31,58.69
PT-TT-SNI-DSC-9-857_m0024,51.19,51.19,32.14,49.29,49.76,46.43,51.19,44.05,76.43,51.19,51.19,51.19,79.29,57.62,55.24
PT-TT-SNI-DGE-1-3835_m0004,87.08,88.2,87.64,87.08,87.64,88.2,87.64,83.71,88.2,87.08,87.64,87.08,59.55,87.64,80.9
PT-TT-SNI-DGE-1-3835_m0005,77.36,77.36,77.36,77.36,77.36,56.6,77.36,77.36,77.36,77.36,77.36,77.36,30.19,77.36,54.72
PT-TT-SNI-DGE-1-3835_m0006,71.08,76.51,77.11,73.49,75.9,68.67,77.11,68.67,74.1,71.08,71.08,71.08,51.2,71.69,66.87
PT-TT-SNI-DGE-1-3919_m0007,87.53,84.9,85.56,86.65,87.09,85.56,87.31,84.68,87.31,87.53,87.31,87.53,60.39,87.09,82.28
PT-TT-SNI-DGE-1-3919_m0008,81.55,90.78,90.78,88.35,81.07,77.67,83.5,80.58,81.07,81.55,82.52,81.55,68.45,83.5,81.55
PT-TT-SNI-DGE-1-3919_m0118,69.7,80.61,81.21,72.12,76.97,82.42,84.24,60.61,0.61,69.7,75.15,69.7,50.91,80.61,46.67
PT-TT-SNI-DGE-1-3919_m0119,68.92,36.04,12.16,39.19,40.54,83.78,43.24,61.71,0.45,68.92,84.68,68.92,72.52,70.72,68.92
PT-TT-SNI-DGE-1-3919_m0120,75.0,66.89,74.32,65.54,72.97,64.19,62.84,72.97,0.68,75.0,58.78,75.0,34.46,79.05,75.0
PT-TT-SNI-DGE-1-4097_m0001,11.54,16.15,20.77,17.69,10.77,25.38,12.31,10.77,0.77,11.54,20.0,11.54,10.0,13.08,18.46
PT-TT-SNI-DGE-1-4097_m0002,73.27,66.34,64.36,61.39,65.35,69.31,61.39,61.39,0.99,73.27,73.27,73.27,0.99,59.41,60.4
PT-TT-SNI-DGE-1-5107_m0002,55.37,80.17,80.17,86.78,86.78,78.51,34.71,55.37,86.78,55.37,55.37,55.37,54.55,55.37,48.76
PT-TT-SNI-DGE-1-5107_m0003,75.47,75.47,75.47,75.47,75.47,77.36,75.47,73.58,75.47,75.47,75.47,75.47,1.89,75.47,30.19
PT-TT-SNI-DGE-1-5527_m0005,39.67,80.17,86.78,86.78,86.78,83.47,86.78,39.67,86.78,39.67,55.37,39.67,54.55,66.12,29.75
PT-TT-SNI-DGE-1-5527_m0006,77.36,77.36,77.36,77.36,77.36,75.47,77.36,77.36,77.36,77.36,77.36,77.36,28.3,49.06,52.83
PT-TT-SNI-DGE-1-5583_m0002,58.72,71.87,71.87,73.09,76.45,38.84,68.81,57.19,78.59,58.72,71.25,58.72,12.54,58.72,66.97
PT-TT-SNI-DGE-1-5583_m0003,79.33,81.0,80.33,81.33,83.67,38.67,80.0,80.67,65.33,79.33,83.0,79.33,11.33,80.0,68.33
PT-TT-SNI-DGE-1-5964_m0003,60.0,59.35,59.35,59.35,59.35,78.06,60.0,60.0,60.0,60.0,60.0,60.0,45.16,60.0,54.19
PT-TT-SNI-DGE-1-5964_m0004,77.36,77.36,77.36,77.36,77.36,71.7,77.36,77.36,77.36,77.36,77.36,77.36,32.08,77.36,50.94
PT-TT-SNI-DGE-1-7208_m0004,84.59,60.69,78.81,68.4,84.78,78.03,83.04,80.54,85.16,84.59,84.59,84.59,61.27,85.55,78.61
PT-TT-SNI-DGE-1-7208_m0005,84.79,86.38,86.56,63.31,86.74,84.62,83.11,84.62,86.12,84.79,85.68,84.79,61.89,85.68,85.32
PT-TT-SNI-DGE-1-7208_m0012,77.36,77.36,77.36,77.36,77.36,77.36,77.36,77.36,77.36,77.36,77.36,77.36,54.72,77.36,30.19
PT-TT-SNI-DGE-1-7325_m0001,0.0,13.64,18.18,13.64,2.27,9.09,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82
PT-TT-SNI-DSC-13-12_m0001,86.71,86.71,86.71,86.71,86.01,82.52,86.01,87.41,86.01,86.71,86.71,86.71,43.36,86.71,81.82
PT-TT-SNI-DSC-19-81_m0001,18.87,21.7,19.81,18.87,13.21,19.81,18.87,19.81,0.94,18.87,12.26,18.87,20.75,14.15,14.15
PT-TT-SNI-DSC-24-210_m0001,26.74,35.22,35.22,35.99,34.45,47.3,25.71,26.74,11.05,26.74,43.19,26.74,0.0,27.51,23.65
PT-TT-SNI-DSC-9-169_m0001,54.8,63.54,61.57,60.48,67.69,52.84,51.09,54.59,52.62,54.8,56.77,54.8,29.91,54.8,52.62
PT-TT-SNI-DSC-9-24_m0001,61.06,83.87,82.26,50.46,69.59,39.4,75.81,75.12,79.72,61.06,45.85,61.06,24.42,64.52,62.9
PT-TT-SNI-DSC-9-417_m0002,55.66,66.23,55.47,62.89,52.32,64.94,50.46,53.43,59.18,55.66,66.6,55.66,21.89,55.66,63.08
PT-TT-SNI-DSC-9-6-1_m0002,61.19,87.44,85.62,87.67,79.0,63.24,71.92,68.72,85.16,61.19,63.24,61.19,23.74,61.19,50.91
PT-TT-SNI-DSC-9-848_m0000,34.81,53.36,52.3,61.84,62.01,31.27,56.54,35.34,46.64,34.81,57.77,34.81,26.15,34.81,49.82
PT-TT-SNI-DGE-1-6745_m0006,80.84,80.84,81.78,69.63,74.77,30.84,75.7,80.37,0.47,80.84,80.84,80.84,38.32,8.88,79.44
PT-TT-SNI-DSC-35-1-2182_m0673,20.0,20.0,25.0,5.0,19.72,68.33,19.17,19.44,22.78,20.0,20.0,20.0,49.17,58.89,27.78
PT-TT-SNI-DSC-35-1-2191_m0679,83.4,83.4,83.78,40.93,83.78,69.88,78.38,82.63,78.38,83.4,83.4,83.4,72.97,60.23,83.01
PT-TT-SNI-DSC-35-1-2193_m0681,83.54,83.54,80.12,66.15,84.47,80.12,83.85,83.85,82.3,83.54,83.54,83.54,54.35,83.54,83.85
PT-TT-SNI-DSC-35-1-2195_m0683,87.31,87.31,87.56,31.47,87.56,81.98,84.77,87.31,85.53,87.31,87.31,87.31,61.93,84.52,83.76
PT-TT-SNI-DSC-35-1-2219_m0705,86.1,86.1,88.06,12.64,86.1,84.27,81.6,84.83,67.84,86.1,86.1,86.1,69.52,89.33,86.24
PT-TT-SNI-DSC-35-2-6467_m0002,68.18,68.18,63.88,48.33,61.48,54.31,52.63,67.46,71.77,68.18,68.18,68.18,28.95,62.68,61.96
PT-TT-SNI-DSC-35-2-6474_m0009,38.54,38.54,45.54,30.25,48.73,33.44,38.22,34.71,29.3,38.54,38.54,38.54,39.81,51.59,44.59
PT-TT-SNI-DSC-35-2-6488_m0023,36.54,36.54,42.95,25.0,30.45,20.83,33.65,35.58,37.18,36.54,36.54,36.54,21.79,37.18,36.54
PT-TT-SNI-DSC-35-2-6506_m0039,30.42,30.42,56.96,25.57,59.22,29.77,55.66,31.39,53.72,30.42,30.42,30.42,23.95,50.49,33.98
PT-TT-SNI-DSC-35-2-6535_m0086,55.71,55.71,64.64,36.79,84.64,62.86,70.71,59.64,66.07,55.71,55.71,55.71,46.43,65.0,66.43
PT-TT-SNI-DSC-35-2-6550_m0102,53.9,53.9,68.96,44.24,60.22,59.11,67.66,53.9,63.2,53.9,53.9,53.9,17.66,53.9,53.35
PT-TT-SNI-DSC-35-2-6557_m0043,47.85,47.85,54.84,36.02,52.15,45.97,62.37,47.31,61.29,47.85,47.85,47.85,30.91,50.54,49.73
PT-TT-SNI-DSC-35-2-6586_m0073,54.67,54.67,57.22,38.24,40.79,41.93,44.19,54.67,54.11,54.67,54.67,54.67,19.55,53.26,51.56
PT-TT-SNI-DSC-35-2-6622_m0161,76.15,76.15,76.86,45.23,75.27,76.15,76.68,75.97,68.73,76.15,76.15,76.15,63.25,76.15,81.45
PT-TT-SNI-DSC-35-2-6738_m0277,67.18,67.18,71.33,70.24,74.84,73.52,80.2,66.85,0.11,67.18,67.18,67.18,46.06,67.18,67.29
PT-TT-SNI-DSC-35-2-6782_m0322,64.04,64.04,61.26,48.39,67.11,55.7,65.64,63.45,68.13,64.04,64.04,64.04,32.46,64.04,63.74
PT-TT-SNI-DSC-35-2-6796_m0337,69.85,69.85,69.1,56.27,70.0,71.49,71.64,67.76,75.82,69.85,69.85,69.85,46.57,69.85,68.66
PT-TT-SNI-DSC-35-2-6856_m0389,73.58,73.58,40.54,0.13,68.01,73.45,62.31,73.06,23.58,73.58,73.58,73.58,56.22,75.91,76.42
PT-TT-SNI-DSC-35-2-6858_m0391,56.64,56.64,62.6,0.27,60.98,65.31,69.65,57.45,66.4,56.64,56.64,56.64,46.88,67.21,62.33
PT-TT-SNI-DSC-35-2-6904_m0438,27.66,27.66,17.03,3.48,25.27,33.7,15.2,27.11,15.38,27.66,27.66,27.66,18.13,38.83,26.74
PT-TT-SNI-DSC-35-2-6935_m0469,83.55,83.55,83.0,28.44,86.57,83.28,84.72,83.0,0.07,83.55,83.55,83.55,73.54,83.55,84.44
PT-TT-SNI-DSC-35-2-6935_m0470,76.03,76.03,76.03,30.37,77.69,70.04,83.26,75.62,81.61,76.03,76.03,76.03,68.18,76.03,75.41
PT-TT-SNI-DSC-35-2-6966_m0501,80.56,80.56,74.02,0.08,83.33,80.07,80.8,81.62,51.23,80.56,80.56,80.56,66.75,81.7,80.23
PT-TT-SNI-DSC-35-2-7053_m0590,66.78,66.78,62.54,6.89,58.48,60.78,62.01,65.19,65.37,66.78,66.78,66.78,51.94,63.78,63.78
PT-TT-SNI-DSC-35-2-7078_m0616,58.26,58.26,53.31,32.64,60.95,68.18,63.22,58.26,75.83,58.26,58.26,58.26,42.15,58.26,56.61
PT-TT-SNI-DSC-35-2-7169_m0700,34.66,34.66,36.06,8.6,40.12,46.65,48.64,34.08,48.97,34.66,34.66,34.66,34.66,34.66,42.1
PT-TT-SNI-DSC-35-2-7178_m0709,66.56,66.56,64.4,1.66,66.89,72.35,66.56,67.05,49.01,66.56,66.56,66.56,40.23,66.56,42.55
PT-TT-SNI-DSC-35-3-703_m0458,80.62,80.62,60.39,12.08,81.46,73.03,73.88,78.65,51.69,80.62,80.62,80.62,59.55,61.24,70.79
PT-TT-SNI-DSC-35-3-726_m0480,59.46,59.46,77.48,39.34,40.84,58.86,35.14,57.06,29.43,59.46,59.46,59.46,33.33,59.76,60.66
PT-TT-SNI-DSC-35-4-2431_m0200,83.98,83.98,85.27,58.14,84.75,79.84,82.69,82.69,86.56,83.98,83.98,83.98,61.5,80.88,77.78
PT-TT-SNI-DSC-35-4-2565_m0285,84.27,84.27,90.52,62.1,89.92,87.7,89.52,83.06,78.83,84.27,84.27,84.27,60.08,84.27,90.32
PT-TT-SNI-DSC-35-4-2803_m0513,23.29,23.29,25.06,15.95,21.77,70.89,29.37,23.04,18.99,23.29,23.29,23.29,57.47,71.9,29.11
PT-TT-SNI-DSC-35-4-2868_m0563,87.17,87.17,86.81,50.27,87.7,81.64,87.34,87.17,88.77,87.17,87.17,87.17,70.23,87.7,87.34
PT-TT-SNI-DSC-35-4-2896_m0582,82.92,82.92,83.03,37.51,83.15,81.72,80.53,82.92,82.2,82.92,82.92,82.92,67.98,84.71,83.87
PT-TT-SNI-DSC-35-4-3089_m0737,13.8,13.8,7.74,9.43,13.8,0.0,8.75,16.16,19.53,13.8,13.8,13.8,2.69,14.81,12.79
PT-TT-SNI-DSC-35-4-3165_m0812,84.91,84.91,85.01,69.34,85.2,82.69,85.69,84.43,86.46,84.91,84.91,84.91,36.94,84.91,85.49
PT-TT-SNI-DSC-35-4-3858_m0904,62.81,62.81,59.92,36.78,50.83,45.45,58.68,63.64,55.37,62.81,62.81,62.81,54.96,58.68,64.05
PT-TT-SNI-DSC-35-4-3926_m0972,79.8,79.8,84.21,10.53,79.8,77.24,74.96,79.66,74.96,79.8,79.8,79.8,70.27,79.94,79.8
PT-TT-SNI-DSC-35-5-4347_m0076,88.57,88.57,84.64,50.09,92.23,80.62,89.64,88.04,90.09,88.57,88.57,88.57,39.82,92.05,88.66
PT-TT-SNI-DSC-35-5-4347_m0077,90.5,90.5,90.97,66.75,90.74,89.07,90.5,89.55,90.26,90.5,90.5,90.5,51.07,80.05,90.5
PT-TT-SNI-DSC-35-5-4581_m0288,74.96,74.96,13.01,1.32,45.96,79.08,21.42,75.95,4.61,74.96,74.96,74.96,44.81,73.64,77.43
PT-TT-SNI-DSC-35-5-4666_m0370,66.03,66.03,72.59,12.41,73.1,69.31,72.24,66.21,44.66,66.03,66.03,66.03,50.34,73.1,66.72
PT-TT-SNI-DSC-35-5-4683_m0384,74.73,74.73,62.36,6.59,73.35,74.45,75.0,72.8,69.51,74.73,74.73,74.73,54.4,72.8,70.05
PT-TT-SNI-DSC-35-5-4685_m0386,65.02,65.02,61.73,20.99,70.78,61.32,67.9,66.26,57.0,65.02,65.02,65.02,44.86,68.93,66.46
PT-TT-SNI-DSC-35-5-4772_m0468,78.54,78.54,81.61,0.38,82.76,80.46,81.99,78.54,54.02,78.54,78.54,78.54,27.97,83.14,85.44
PT-TT-SNI-DSC-35-5-4852_m0542,32.08,32.08,17.09,3.3,31.45,68.87,9.85,31.83,11.44,32.08,32.08,32.08,41.99,62.01,19.7
PT-TT-SNI-DSC-35-5-4904_m0592,74.69,74.69,75.19,44.61,61.9,73.68,72.93,74.44,68.42,74.69,74.69,74.69,29.32,72.68,63.66
PT-TT-SNI-DSC-35-5-4969_m0656,53.97,53.97,46.03,0.32,65.4,68.89,67.94,52.7,54.6,53.97,53.97,53.97,43.81,71.11,72.06
PT-TT-SNI-DSC-35-5-4995_m0682,62.91,62.91,56.38,15.43,66.77,60.24,55.49,61.72,27.89,62.91,62.91,62.91,29.67,54.3,68.55
PT-TT-SNI-DSC-35-5-5102_m0773,79.12,79.12,81.99,13.03,80.27,73.75,81.42,79.31,80.84,79.12,79.12,79.12,64.37,79.12,79.31
PT-TT-SNI-DSC-35-5-5260_m0915,65.96,65.96,63.55,20.18,63.55,58.43,59.34,68.37,66.87,65.96,65.96,65.96,41.57,59.64,60.54
PT-TT-SNI-DSC-35-5-5355_m0977,72.35,72.35,78.79,54.42,78.41,73.48,80.81,70.83,79.55,72.35,72.35,72.35,41.54,72.73,69.57
PT-TT-SNI-DSC-35-5-5413_m1037,71.64,71.64,66.18,13.09,71.27,72.73,66.91,69.09,61.45,71.64,71.64,71.64,58.18,59.27,65.45
PT-TT-SNI-DSC-35-5-5413_m1038,68.73,68.73,65.09,35.27,46.18,72.36,68.0,68.36,71.27,68.73,68.73,68.73,57.82,52.0,67.27
